rank,fold,test_n,test_pos,prevalence,model,seed,auroc,ap,repeat_seed
Phylum,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9976116376972546,0.9698673173977918,42
Novelty,0,5471,320,0.058490221166148784,mean_nll,-1,0.9974379974762183,0.9626855929584128,42
Novelty,0,5471,320,0.058490221166148784,std_nll,-1,0.12035860755193166,0.0330909227057036,42
Novelty,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9996930207726655,0.9956630916745227,42
Novelty,1,5476,320,0.05843681519357195,mean_nll,-1,0.998039298875097,0.9715828807632022,42
Novelty,1,5476,320,0.05843681519357195,std_nll,-1,0.09583434348332041,0.030893460941346287,42
Novelty,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9974938178820791,0.95952406057038,42
Novelty,2,5495,320,0.05823475887170155,mean_nll,-1,0.9998188405797102,0.9972625561119982,42
Novelty,2,5495,320,0.05823475887170155,std_nll,-1,0.08752657004830916,0.03061376975999479,42
Novelty,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9998454106280192,0.9975611104455042,42
Novelty,3,5500,320,0.05818181818181818,mean_nll,-1,0.9990269063706564,0.9865639582182807,42
Novelty,3,5500,320,0.05818181818181818,std_nll,-1,0.10393068291505791,0.030886380458026722,42
Novelty,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9993418194980696,0.991479990143916,42
Novelty,4,5306,310,0.058424425179042595,mean_nll,-1,0.999593222965469,0.9950402969136335,42
Novelty,4,5306,310,0.058424425179042595,std_nll,-1,0.07581097135773135,0.030534125076800277,42
Novelty,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9994808750225986,0.9949268513950354,42
Noise,0,5471,320,0.058490221166148784,mean_nll,-1,0.9996390264026404,0.9943745003013661,42
Noise,0,5471,320,0.058490221166148784,std_nll,-1,0.02888516792855756,0.030040565386485203,42
Noise,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9999623859444767,0.9993930110753069,42
Noise,1,5476,320,0.05843681519357195,mean_nll,-1,0.9995248254460822,0.9931839004689719,42
Noise,1,5476,320,0.05843681519357195,std_nll,-1,0.02614429790535299,0.02999829275215528,42
Noise,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9994023952676494,0.9911169056617402,42
Noise,2,5495,320,0.05823475887170155,mean_nll,-1,0.9999601449275363,0.9993749976647383,42
Noise,2,5495,320,0.05823475887170155,std_nll,-1,0.043705917874396136,0.030009544556772325,42
Noise,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9999849033816426,0.9997709814900593,42
Noise,3,5500,320,0.05818181818181818,mean_nll,-1,0.9999083011583011,0.9985111775218616,42
Noise,3,5500,320,0.05818181818181818,std_nll,-1,0.03675374034749035,0.029914368026760594,42
Noise,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9999511341698841,0.9991914673497949,42
Noise,4,5306,310,0.058424425179042595,mean_nll,-1,0.9999509284847233,0.9992898757283585,42
Noise,4,5306,310,0.058424425179042595,std_nll,-1,0.021895580980913765,0.02997465647364513,42
Noise,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9999554482295513,0.9993042099428557,42
Species,0,5468,317,0.057973664959765914,mean_nll,-1,0.4995272119529637,0.05556752842458994,101
Species,0,5468,317,0.057973664959765914,std_nll,-1,0.5986501043869463,0.0877165015426385,101
Species,0,5468,317,0.057973664959765914,logistic_profile,-1,0.5974130164918514,0.07799012756700954,101
Species,1,5473,317,0.05792070162616481,mean_nll,-1,0.48095141368483135,0.05146072221809369,101
Species,1,5473,317,0.05792070162616481,std_nll,-1,0.57404683649321,0.08186506470655523,101
Species,1,5473,317,0.05792070162616481,logistic_profile,-1,0.6123930222484355,0.08787244094222993,101
Species,2,5493,318,0.05789186237028946,mean_nll,-1,0.49400783884787164,0.05198909312644219,101
Species,2,5493,318,0.05789186237028946,std_nll,-1,0.5983343967429283,0.08613705689862286,101
Species,2,5493,318,0.05789186237028946,logistic_profile,-1,0.600123963175645,0.08255591576504664,101
Species,3,5500,320,0.05818181818181818,mean_nll,-1,0.4768602195945945,0.05076190612513684,101
Species,3,5500,320,0.05818181818181818,std_nll,-1,0.59558458011583,0.0914887200407004,101
Species,3,5500,320,0.05818181818181818,logistic_profile,-1,0.5927328667953669,0.07920197112952582,101
Species,4,5306,310,0.058424425179042595,mean_nll,-1,0.4794958547483148,0.05186670258714282,101
Species,4,5306,310,0.058424425179042595,std_nll,-1,0.5643430873731243,0.07388373050804113,101
Species,4,5306,310,0.058424425179042595,logistic_profile,-1,0.6206739585216561,0.08593244701421696,101
Genus,0,5471,320,0.058490221166148784,mean_nll,-1,0.7564071296835567,0.1237219095000641,101
Genus,0,5471,320,0.058490221166148784,std_nll,-1,0.7592761114346729,0.21307471185146065,101
Genus,0,5471,320,0.058490221166148784,logistic_profile,-1,0.8142624005047564,0.29988416856639,101
Genus,1,5476,320,0.05843681519357195,mean_nll,-1,0.7256103326221877,0.1176825226338903,101
Genus,1,5476,320,0.05843681519357195,std_nll,-1,0.7607371872575639,0.2511272900415095,101
Genus,1,5476,320,0.05843681519357195,logistic_profile,-1,0.7734678044996122,0.1514802797718796,101
Genus,2,5495,320,0.05823475887170155,mean_nll,-1,0.7539444444444444,0.1141524083820714,101
Genus,2,5495,320,0.05823475887170155,std_nll,-1,0.7581316425120773,0.20279571297730872,101
Genus,2,5495,320,0.05823475887170155,logistic_profile,-1,0.8054184782608695,0.33654039763160387,101
Genus,3,5500,320,0.05818181818181818,mean_nll,-1,0.7253535231660232,0.11439364683383556,101
Genus,3,5500,320,0.05818181818181818,std_nll,-1,0.7775832528957529,0.26476293822990776,101
Genus,3,5500,320,0.05818181818181818,logistic_profile,-1,0.7823515926640926,0.2370585417297423,101
Genus,4,5306,310,0.058424425179042595,mean_nll,-1,0.7322600015496268,0.12596561177656435,101
Genus,4,5306,310,0.058424425179042595,std_nll,-1,0.7220705596735453,0.1851072700894581,101
Genus,4,5306,310,0.058424425179042595,logistic_profile,-1,0.7763165371006482,0.2952119395083615,101
Family,0,5471,320,0.058490221166148784,mean_nll,-1,0.8801664725296059,0.2736932434308141,101
Family,0,5471,320,0.058490221166148784,std_nll,-1,0.7409498762376238,0.24821492597420972,101
Family,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9255065763929334,0.553093003744387,101
Family,1,5476,320,0.05843681519357195,mean_nll,-1,0.8543971828937161,0.27335894963336926,101
Family,1,5476,320,0.05843681519357195,std_nll,-1,0.6769716107447634,0.1994701370182746,101
Family,1,5476,320,0.05843681519357195,logistic_profile,-1,0.8790498933281613,0.2762161629325559,101
Family,2,5495,320,0.05823475887170155,mean_nll,-1,0.9079830917874396,0.37944044612398203,101
Family,2,5495,320,0.05823475887170155,std_nll,-1,0.7513037439613527,0.2164455369745845,101
Family,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9368907004830918,0.6968402327330488,101
Family,3,5500,320,0.05818181818181818,mean_nll,-1,0.868549107142857,0.31126830323065136,101
Family,3,5500,320,0.05818181818181818,std_nll,-1,0.7065739623552123,0.20961822944537112,101
Family,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9164750241312742,0.546282283166716,101
Family,4,5306,310,0.058424425179042595,mean_nll,-1,0.8877185619463311,0.3766573173709181,101
Family,4,5306,310,0.058424425179042595,std_nll,-1,0.6844643456700844,0.17421024993235046,101
Family,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9144128205790438,0.6254681590359739,101
Order,0,5471,320,0.058490221166148784,mean_nll,-1,0.9433071248301301,0.49838728657615544,101
Order,0,5471,320,0.058490221166148784,std_nll,-1,0.6017875776548243,0.17352682251246543,101
Order,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9753033391574452,0.8331412208028252,101
Order,1,5476,320,0.05843681519357195,mean_nll,-1,0.9402522546547711,0.5151095659677041,101
Order,1,5476,320,0.05843681519357195,std_nll,-1,0.5763930978471684,0.13609502072854907,101
Order,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9470259164080683,0.4642749934814794,101
Order,2,5495,320,0.05823475887170155,mean_nll,-1,0.9643115942028986,0.6640371525999029,101
Order,2,5495,320,0.05823475887170155,std_nll,-1,0.6213683574879227,0.1301238827650913,101
Order,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9809903381642513,0.8740604866205034,101
Order,3,5500,320,0.05818181818181818,mean_nll,-1,0.9404744811776061,0.5932209699508273,101
Order,3,5500,320,0.05818181818181818,std_nll,-1,0.5681503378378379,0.15146959174889926,101
Order,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9646332046332047,0.78974832494859,101
Order,4,5306,310,0.058424425179042595,mean_nll,-1,0.9475444872026654,0.6593070542507586,101
Order,4,5306,310,0.058424425179042595,std_nll,-1,0.524779501020171,0.10560088595602715,101
Order,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9627263100803222,0.7771108513463417,101
Phylum,0,5471,320,0.058490221166148784,mean_nll,-1,0.9862933168316831,0.8297037382216507,101
Phylum,0,5471,320,0.058490221166148784,std_nll,-1,0.3174553484760241,0.04970028755283549,101
Phylum,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9961008784701999,0.961549202121707,101
Phylum,1,5476,320,0.05843681519357195,mean_nll,-1,0.9893067542668735,0.8631010502946985,101
Phylum,1,5476,320,0.05843681519357195,std_nll,-1,0.26108841640806824,0.037902774618005994,101
Phylum,1,5476,320,0.05843681519357195,logistic_profile,-1,0.982955234193173,0.7350510997072216,101
Phylum,2,5495,320,0.05823475887170155,mean_nll,-1,0.9954873188405797,0.9431685946092495,101
Phylum,2,5495,320,0.05823475887170155,std_nll,-1,0.2981914251207729,0.041343435644703545,101
Phylum,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9981920289855073,0.9725372904368064,101
Phylum,3,5500,320,0.05818181818181818,mean_nll,-1,0.9923920125482626,0.9124862994861871,101
Phylum,3,5500,320,0.05818181818181818,std_nll,-1,0.2803444739382239,0.04397767988983155,101
Phylum,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9946862934362936,0.9563447345171399,101
Phylum,4,5306,310,0.058424425179042595,mean_nll,-1,0.994226994498825,0.9412739140702123,101
Phylum,4,5306,310,0.058424425179042595,std_nll,-1,0.23234200263436558,0.03655405363104336,101
Phylum,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9976116376972546,0.9698673173977918,101
Novelty,0,5471,320,0.058490221166148784,mean_nll,-1,0.9974379974762183,0.9626855929584128,101
Novelty,0,5471,320,0.058490221166148784,std_nll,-1,0.12035860755193166,0.0330909227057036,101
Novelty,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9996930207726655,0.9956630916745227,101
Novelty,1,5476,320,0.05843681519357195,mean_nll,-1,0.998039298875097,0.9715828807632022,101
Novelty,1,5476,320,0.05843681519357195,std_nll,-1,0.09583434348332041,0.030893460941346287,101
Novelty,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9974938178820791,0.95952406057038,101
Novelty,2,5495,320,0.05823475887170155,mean_nll,-1,0.9998188405797102,0.9972625561119982,101
Novelty,2,5495,320,0.05823475887170155,std_nll,-1,0.08752657004830916,0.03061376975999479,101
Novelty,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9998454106280192,0.9975611104455042,101
Novelty,3,5500,320,0.05818181818181818,mean_nll,-1,0.9990269063706564,0.9865639582182807,101
Novelty,3,5500,320,0.05818181818181818,std_nll,-1,0.10393068291505791,0.030886380458026722,101
Novelty,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9993418194980696,0.991479990143916,101
Novelty,4,5306,310,0.058424425179042595,mean_nll,-1,0.999593222965469,0.9950402969136335,101
Novelty,4,5306,310,0.058424425179042595,std_nll,-1,0.07581097135773135,0.030534125076800277,101
Novelty,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9994808750225986,0.9949268513950354,101
Noise,0,5471,320,0.058490221166148784,mean_nll,-1,0.9996390264026404,0.9943745003013661,101
Noise,0,5471,320,0.058490221166148784,std_nll,-1,0.02888516792855756,0.030040565386485203,101
Noise,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9999623859444767,0.9993930110753069,101
Noise,1,5476,320,0.05843681519357195,mean_nll,-1,0.9995248254460822,0.9931839004689719,101
Noise,1,5476,320,0.05843681519357195,std_nll,-1,0.02614429790535299,0.02999829275215528,101
Noise,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9994023952676494,0.9911169056617402,101
Noise,2,5495,320,0.05823475887170155,mean_nll,-1,0.9999601449275363,0.9993749976647383,101
Noise,2,5495,320,0.05823475887170155,std_nll,-1,0.043705917874396136,0.030009544556772325,101
Noise,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9999849033816426,0.9997709814900593,101
Noise,3,5500,320,0.05818181818181818,mean_nll,-1,0.9999083011583011,0.9985111775218616,101
Noise,3,5500,320,0.05818181818181818,std_nll,-1,0.03675374034749035,0.029914368026760594,101
Noise,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9999511341698841,0.9991914673497949,101
Noise,4,5306,310,0.058424425179042595,mean_nll,-1,0.9999509284847233,0.9992898757283585,101
Noise,4,5306,310,0.058424425179042595,std_nll,-1,0.021895580980913765,0.02997465647364513,101
Noise,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9999554482295513,0.9993042099428557,101
Species,0,5468,317,0.057973664959765914,mean_nll,-1,0.4995272119529637,0.05556752842458994,202
Species,0,5468,317,0.057973664959765914,std_nll,-1,0.5986501043869463,0.0877165015426385,202
Species,0,5468,317,0.057973664959765914,logistic_profile,-1,0.5974130164918514,0.07799012756700954,202
Species,1,5473,317,0.05792070162616481,mean_nll,-1,0.48095141368483135,0.05146072221809369,202
Species,1,5473,317,0.05792070162616481,std_nll,-1,0.57404683649321,0.08186506470655523,202
Species,1,5473,317,0.05792070162616481,logistic_profile,-1,0.6123930222484355,0.08787244094222993,202
Species,2,5493,318,0.05789186237028946,mean_nll,-1,0.49400783884787164,0.05198909312644219,202
Species,2,5493,318,0.05789186237028946,std_nll,-1,0.5983343967429283,0.08613705689862286,202
Species,2,5493,318,0.05789186237028946,logistic_profile,-1,0.600123963175645,0.08255591576504664,202
Species,3,5500,320,0.05818181818181818,mean_nll,-1,0.4768602195945945,0.05076190612513684,202
Species,3,5500,320,0.05818181818181818,std_nll,-1,0.59558458011583,0.0914887200407004,202
Species,3,5500,320,0.05818181818181818,logistic_profile,-1,0.5927328667953669,0.07920197112952582,202
Species,4,5306,310,0.058424425179042595,mean_nll,-1,0.4794958547483148,0.05186670258714282,202
Species,4,5306,310,0.058424425179042595,std_nll,-1,0.5643430873731243,0.07388373050804113,202
Species,4,5306,310,0.058424425179042595,logistic_profile,-1,0.6206739585216561,0.08593244701421696,202
Genus,0,5471,320,0.058490221166148784,mean_nll,-1,0.7564071296835567,0.1237219095000641,202
Genus,0,5471,320,0.058490221166148784,std_nll,-1,0.7592761114346729,0.21307471185146065,202
Genus,0,5471,320,0.058490221166148784,logistic_profile,-1,0.8142624005047564,0.29988416856639,202
Genus,1,5476,320,0.05843681519357195,mean_nll,-1,0.7256103326221877,0.1176825226338903,202
Genus,1,5476,320,0.05843681519357195,std_nll,-1,0.7607371872575639,0.2511272900415095,202
Genus,1,5476,320,0.05843681519357195,logistic_profile,-1,0.7734678044996122,0.1514802797718796,202
Genus,2,5495,320,0.05823475887170155,mean_nll,-1,0.7539444444444444,0.1141524083820714,202
Genus,2,5495,320,0.05823475887170155,std_nll,-1,0.7581316425120773,0.20279571297730872,202
Genus,2,5495,320,0.05823475887170155,logistic_profile,-1,0.8054184782608695,0.33654039763160387,202
Genus,3,5500,320,0.05818181818181818,mean_nll,-1,0.7253535231660232,0.11439364683383556,202
Genus,3,5500,320,0.05818181818181818,std_nll,-1,0.7775832528957529,0.26476293822990776,202
Genus,3,5500,320,0.05818181818181818,logistic_profile,-1,0.7823515926640926,0.2370585417297423,202
Genus,4,5306,310,0.058424425179042595,mean_nll,-1,0.7322600015496268,0.12596561177656435,202
Genus,4,5306,310,0.058424425179042595,std_nll,-1,0.7220705596735453,0.1851072700894581,202
Genus,4,5306,310,0.058424425179042595,logistic_profile,-1,0.7763165371006482,0.2952119395083615,202
Family,0,5471,320,0.058490221166148784,mean_nll,-1,0.8801664725296059,0.2736932434308141,202
Family,0,5471,320,0.058490221166148784,std_nll,-1,0.7409498762376238,0.24821492597420972,202
Family,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9255065763929334,0.553093003744387,202
Family,1,5476,320,0.05843681519357195,mean_nll,-1,0.8543971828937161,0.27335894963336926,202
Family,1,5476,320,0.05843681519357195,std_nll,-1,0.6769716107447634,0.1994701370182746,202
Family,1,5476,320,0.05843681519357195,logistic_profile,-1,0.8790498933281613,0.2762161629325559,202
Family,2,5495,320,0.05823475887170155,mean_nll,-1,0.9079830917874396,0.37944044612398203,202
Family,2,5495,320,0.05823475887170155,std_nll,-1,0.7513037439613527,0.2164455369745845,202
Family,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9368907004830918,0.6968402327330488,202
Family,3,5500,320,0.05818181818181818,mean_nll,-1,0.868549107142857,0.31126830323065136,202
Family,3,5500,320,0.05818181818181818,std_nll,-1,0.7065739623552123,0.20961822944537112,202
Family,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9164750241312742,0.546282283166716,202
Family,4,5306,310,0.058424425179042595,mean_nll,-1,0.8877185619463311,0.3766573173709181,202
Family,4,5306,310,0.058424425179042595,std_nll,-1,0.6844643456700844,0.17421024993235046,202
Family,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9144128205790438,0.6254681590359739,202
Order,0,5471,320,0.058490221166148784,mean_nll,-1,0.9433071248301301,0.49838728657615544,202
Order,0,5471,320,0.058490221166148784,std_nll,-1,0.6017875776548243,0.17352682251246543,202
Order,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9753033391574452,0.8331412208028252,202
Order,1,5476,320,0.05843681519357195,mean_nll,-1,0.9402522546547711,0.5151095659677041,202
Order,1,5476,320,0.05843681519357195,std_nll,-1,0.5763930978471684,0.13609502072854907,202
Order,1,5476,320,0.05843681519357195,logistic_profile,-1,0.9470259164080683,0.4642749934814794,202
Order,2,5495,320,0.05823475887170155,mean_nll,-1,0.9643115942028986,0.6640371525999029,202
Order,2,5495,320,0.05823475887170155,std_nll,-1,0.6213683574879227,0.1301238827650913,202
Order,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9809903381642513,0.8740604866205034,202
Order,3,5500,320,0.05818181818181818,mean_nll,-1,0.9404744811776061,0.5932209699508273,202
Order,3,5500,320,0.05818181818181818,std_nll,-1,0.5681503378378379,0.15146959174889926,202
Order,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9646332046332047,0.78974832494859,202
Order,4,5306,310,0.058424425179042595,mean_nll,-1,0.9475444872026654,0.6593070542507586,202
Order,4,5306,310,0.058424425179042595,std_nll,-1,0.524779501020171,0.10560088595602715,202
Order,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9627263100803222,0.7771108513463417,202
Phylum,0,5471,320,0.058490221166148784,mean_nll,-1,0.9862933168316831,0.8297037382216507,202
Phylum,0,5471,320,0.058490221166148784,std_nll,-1,0.3174553484760241,0.04970028755283549,202
Phylum,0,5471,320,0.058490221166148784,logistic_profile,-1,0.9961008784701999,0.961549202121707,202
Phylum,1,5476,320,0.05843681519357195,mean_nll,-1,0.9893067542668735,0.8631010502946985,202
Phylum,1,5476,320,0.05843681519357195,std_nll,-1,0.26108841640806824,0.037902774618005994,202
Phylum,1,5476,320,0.05843681519357195,logistic_profile,-1,0.982955234193173,0.7350510997072216,202
Phylum,2,5495,320,0.05823475887170155,mean_nll,-1,0.9954873188405797,0.9431685946092495,202
Phylum,2,5495,320,0.05823475887170155,std_nll,-1,0.2981914251207729,0.041343435644703545,202
Phylum,2,5495,320,0.05823475887170155,logistic_profile,-1,0.9981920289855073,0.9725372904368064,202
Phylum,3,5500,320,0.05818181818181818,mean_nll,-1,0.9923920125482626,0.9124862994861871,202
Phylum,3,5500,320,0.05818181818181818,std_nll,-1,0.2803444739382239,0.04397767988983155,202
Phylum,3,5500,320,0.05818181818181818,logistic_profile,-1,0.9946862934362936,0.9563447345171399,202
Phylum,4,5306,310,0.058424425179042595,mean_nll,-1,0.994226994498825,0.9412739140702123,202
Phylum,4,5306,310,0.058424425179042595,std_nll,-1,0.23234200263436558,0.03655405363104336,202
Phylum,4,5306,310,0.058424425179042595,logistic_profile,-1,0.9976116376972546,0.9698673173977918,202
Novelty,0,5471,320,0.058490221166148784,mean_nll,-1,0.9974379974762183,0.9626855929584128,202
