rank,fold,model,seed,prevalence,auroc,ap,repeat_seed
Species,0,cnn_avgpool,13,0.057973664959765914,0.5445498622974192,0.06318666464209755,303
Species,0,cnn_avgpool,21,0.057973664959765914,0.5266228051641684,0.061994664919201234,303
Species,1,cnn_avgpool,42,0.05792070162616481,0.5191030388166799,0.056595534177023024,303
Species,1,cnn_avgpool,123,0.05792070162616481,0.5905948905198807,0.07349295610456821,303
Species,1,cnn_avgpool,7,0.05792070162616481,0.5111850944536762,0.05510624247186485,303
Species,1,cnn_avgpool,13,0.05792070162616481,0.5719923252564162,0.06723069254643504,303
Species,1,cnn_avgpool,21,0.05792070162616481,0.5450374192695778,0.0645513985704548,303
Species,2,cnn_avgpool,42,0.05789186237028946,0.5071752802843861,0.05372676509438464,303
Species,2,cnn_avgpool,123,0.05789186237028946,0.5860669036550907,0.07013777925871459,303
Species,2,cnn_avgpool,7,0.05789186237028946,0.5007531978245678,0.05346618969024622,303
Species,2,cnn_avgpool,13,0.05789186237028946,0.5683398657065597,0.06612097384148187,303
Species,2,cnn_avgpool,21,0.05789186237028946,0.5403843466107617,0.06414644147114339,303
Species,3,cnn_avgpool,42,0.05818181818181818,0.521178511100386,0.05615942494140814,303
Species,3,cnn_avgpool,123,0.05818181818181818,0.5672994087837838,0.06835387269757437,303
Species,3,cnn_avgpool,7,0.05818181818181818,0.5067072876447877,0.054963932175642875,303
Species,3,cnn_avgpool,13,0.05818181818181818,0.5516361003861003,0.06594728807915012,303
Species,3,cnn_avgpool,21,0.05818181818181818,0.5225114623552124,0.06218655372522752,303
Species,4,cnn_avgpool,42,0.058424425179042595,0.5107786228983187,0.055014066222871486,303
Species,4,cnn_avgpool,123,0.058424425179042595,0.5684457243213926,0.0681236852887041,303
Species,4,cnn_avgpool,7,0.058424425179042595,0.501500555282936,0.05415476720211811,303
Species,4,cnn_avgpool,13,0.058424425179042595,0.5528668095766937,0.0645431212892912,303
Species,4,cnn_avgpool,21,0.058424425179042595,0.5351707172189365,0.06358620087396688,303
Species,0,cnn_maxpool,42,0.057973664959765914,0.5007462334654323,0.05367607134522419,303
Species,0,cnn_maxpool,123,0.057973664959765914,0.45060528505995895,0.04909107612086612,303
Species,0,cnn_maxpool,7,0.057973664959765914,0.4511436020202502,0.04895778168281935,303
Species,0,cnn_maxpool,13,0.057973664959765914,0.4589467482654742,0.049958692415889815,303
Species,0,cnn_maxpool,21,0.057973664959765914,0.4629385001962805,0.05113105149184432,303
Species,1,cnn_maxpool,42,0.05792070162616481,0.49891951553181124,0.055090442078353744,303
Species,1,cnn_maxpool,123,0.05792070162616481,0.4477540484517135,0.04944888100721022,303
Species,1,cnn_maxpool,7,0.05792070162616481,0.44022430759667464,0.04901286266516146,303
Species,1,cnn_maxpool,13,0.05792070162616481,0.46739671767662794,0.051878211282862935,303
Species,1,cnn_maxpool,21,0.05792070162616481,0.4604748258131778,0.051382862343495594,303
Species,2,cnn_maxpool,42,0.05789186237028946,0.4628165162701668,0.04953573984952478,303
Species,2,cnn_maxpool,123,0.05789186237028946,0.4141488165770365,0.04652891084085124,303
Species,2,cnn_maxpool,7,0.05789186237028946,0.4151532828973354,0.04607957872022184,303
Species,2,cnn_maxpool,13,0.05789186237028946,0.4349199404490627,0.04806374858564149,303
Species,2,cnn_maxpool,21,0.05789186237028946,0.4416467657156746,0.048829400103659826,303
Species,3,cnn_maxpool,42,0.05818181818181818,0.5117277992277992,0.05530666349281396,303
Species,3,cnn_maxpool,123,0.05818181818181818,0.45860581563706565,0.05073044685322077,303
Species,3,cnn_maxpool,7,0.05818181818181818,0.4498166023166023,0.04966278947037684,303
Species,3,cnn_maxpool,13,0.05818181818181818,0.47262487934362934,0.0517130356685888,303
Species,3,cnn_maxpool,21,0.05818181818181818,0.47663760859073356,0.05274098379783422,303
Species,4,cnn_maxpool,42,0.058424425179042595,0.493160980397221,0.053769795766143366,303
Species,4,cnn_maxpool,123,0.058424425179042595,0.45109991218781476,0.04995207077490866,303
Species,4,cnn_maxpool,7,0.058424425179042595,0.4463541801182882,0.049409335978103264,303
Species,4,cnn_maxpool,13,0.058424425179042595,0.4634778790774555,0.05116622779462052,303
Species,4,cnn_maxpool,21,0.058424425179042595,0.4619463312585552,0.0523420166636234,303
Genus,0,cnn_avgpool,42,0.058490221166148784,0.5677990317414094,0.061530019603858066,303
Genus,0,cnn_avgpool,123,0.058490221166148784,0.7558125849349642,0.13187715058645288,303
Genus,0,cnn_avgpool,7,0.058490221166148784,0.5954511259949524,0.0778346851000572,303
Genus,0,cnn_avgpool,13,0.058490221166148784,0.7332010774606872,0.13126133183190203,303
Genus,0,cnn_avgpool,21,0.058490221166148784,0.7266228644923316,0.1354550798549916,303
Genus,1,cnn_avgpool,42,0.05843681519357195,0.5386515709852598,0.05752239251036084,303
Genus,1,cnn_avgpool,123,0.05843681519357195,0.7297468968192398,0.12095639800221272,303
Genus,1,cnn_avgpool,7,0.05843681519357195,0.5698900552754074,0.07197127756136015,303
Genus,1,cnn_avgpool,13,0.05843681519357195,0.7015194676105507,0.1254728525154144,303
Genus,1,cnn_avgpool,21,0.05843681519357195,0.692200227889837,0.1306233165737608,303
Genus,2,cnn_avgpool,42,0.05823475887170155,0.6108091787439613,0.07615887451329605,303
Genus,2,cnn_avgpool,123,0.05823475887170155,0.7761141304347827,0.2895440052225893,303
Genus,2,cnn_avgpool,7,0.05823475887170155,0.6212179951690822,0.10757010095000905,303
Genus,2,cnn_avgpool,13,0.05823475887170155,0.7493677536231884,0.2623537276496014,303
Genus,2,cnn_avgpool,21,0.05823475887170155,0.7394359903381642,0.23625181143267046,303
Genus,3,cnn_avgpool,42,0.05818181818181818,0.5508427847490348,0.05961566836195532,303
Genus,3,cnn_avgpool,123,0.05818181818181818,0.7342911438223938,0.1333918336187213,303
Genus,3,cnn_avgpool,7,0.05818181818181818,0.5722152509652509,0.07214011721633526,303
Genus,3,cnn_avgpool,13,0.05818181818181818,0.7082661679536679,0.14364923683395292,303
Genus,3,cnn_avgpool,21,0.05818181818181818,0.6952283421814671,0.14965667908583222,303
Genus,4,cnn_avgpool,42,0.058424425179042595,0.5374012112916139,0.05777877159630569,303
Genus,4,cnn_avgpool,123,0.058424425179042595,0.7340323872000827,0.18543014489685267,303
Genus,4,cnn_avgpool,7,0.058424425179042595,0.6006631111340686,0.08170847275126276,303
Genus,4,cnn_avgpool,13,0.058424425179042595,0.7210542627650507,0.22039690438553722,303
Genus,4,cnn_avgpool,21,0.058424425179042595,0.7182261938583123,0.23699569293514663,303
Genus,0,cnn_maxpool,42,0.058490221166148784,0.48599119103086774,0.051947040430663755,303
Genus,0,cnn_maxpool,123,0.058490221166148784,0.4856999854397204,0.05281986138905484,303
Genus,0,cnn_maxpool,7,0.058490221166148784,0.4846109978644923,0.051954385680197425,303
Genus,0,cnn_maxpool,13,0.058490221166148784,0.5061031838477965,0.05573172657373829,303
Genus,0,cnn_maxpool,21,0.058490221166148784,0.5230798631333722,0.05817642875419898,303
Genus,1,cnn_maxpool,42,0.05843681519357195,0.4845956167571761,0.05136501716750932,303
Genus,1,cnn_maxpool,123,0.05843681519357195,0.5000548511442979,0.053163126793695795,303
Genus,1,cnn_maxpool,7,0.05843681519357195,0.49186142358417373,0.052209428304202166,303
Genus,1,cnn_maxpool,13,0.05843681519357195,0.5226320064003103,0.056160831257032445,303
Genus,1,cnn_maxpool,21,0.05843681519357195,0.541658989526765,0.0593408460767961,303
Genus,2,cnn_maxpool,42,0.05823475887170155,0.47925090579710145,0.050774772400103696,303
Genus,2,cnn_maxpool,123,0.05823475887170155,0.4935939009661836,0.05281599962846892,303
Genus,2,cnn_maxpool,7,0.05823475887170155,0.4857077294685991,0.05167388301911517,303
Genus,2,cnn_maxpool,13,0.05823475887170155,0.5137512077294686,0.055468564300151096,303
Genus,2,cnn_maxpool,21,0.05823475887170155,0.53543961352657,0.05883081613154372,303
Genus,3,cnn_maxpool,42,0.05818181818181818,0.4711157697876448,0.04978289753253071,303
Genus,3,cnn_maxpool,123,0.05818181818181818,0.47433035714285715,0.05044999370395285,303
Genus,3,cnn_maxpool,7,0.05818181818181818,0.47485822876447875,0.050226940878177376,303
Genus,3,cnn_maxpool,13,0.05818181818181818,0.48697333494208495,0.05219491530091032,303
Genus,3,cnn_maxpool,21,0.05818181818181818,0.49634833494208497,0.05392778056972851,303
Genus,4,cnn_maxpool,42,0.058424425179042595,0.4816937420904465,0.05152342573820225,303
Genus,4,cnn_maxpool,123,0.058424425179042595,0.4919199876029856,0.05318350541424824,303
Genus,4,cnn_maxpool,7,0.058424425179042595,0.4898360623983057,0.052557741232334296,303
Genus,4,cnn_maxpool,13,0.058424425179042595,0.5064690462047057,0.05516895122476447,303
Genus,4,cnn_maxpool,21,0.058424425179042595,0.5175540432345876,0.05768809720349866,303
Species,0,cnn_avgpool,42,0.057973664959765914,0.4981455929968577,0.053228962289327865,404
Species,0,cnn_avgpool,123,0.057973664959765914,0.5724477253811854,0.06741250116772017,404
Species,0,cnn_avgpool,7,0.057973664959765914,0.4903133568135066,0.05264065451390939,404
Species,0,cnn_avgpool,13,0.057973664959765914,0.5445498622974192,0.06318666464209755,404
Species,0,cnn_avgpool,21,0.057973664959765914,0.5266228051641684,0.061994664919201234,404
Species,1,cnn_avgpool,42,0.05792070162616481,0.5190938614287847,0.056593985670986904,404
Species,1,cnn_avgpool,123,0.05792070162616481,0.5905951964328104,0.07349295610456821,404
Species,1,cnn_avgpool,7,0.05792070162616481,0.5111850944536762,0.05510624247186485,404
Species,1,cnn_avgpool,13,0.05792070162616481,0.5719923252564162,0.06723069254643504,404
Species,1,cnn_avgpool,21,0.05792070162616481,0.5450374192695778,0.0645513985704548,404
Species,2,cnn_avgpool,42,0.05789186237028946,0.5071752802843861,0.05372676509438464,404
Species,2,cnn_avgpool,123,0.05789186237028946,0.5860669036550907,0.07013777925871459,404
Species,2,cnn_avgpool,7,0.05789186237028946,0.5007607936073891,0.0534669696739376,404
Species,2,cnn_avgpool,13,0.05789186237028946,0.5683398657065597,0.06612097384148187,404
Species,2,cnn_avgpool,21,0.05789186237028946,0.540387992586516,0.06414576316827104,404
Species,3,cnn_avgpool,42,0.05818181818181818,0.521178511100386,0.05615942494140814,404
Species,3,cnn_avgpool,123,0.05818181818181818,0.5673114744208494,0.06835218871138482,404
Species,3,cnn_avgpool,7,0.05818181818181818,0.5067000482625483,0.05496410900101406,404
Species,3,cnn_avgpool,13,0.05818181818181818,0.5516361003861004,0.06594728807915012,404
Species,3,cnn_avgpool,21,0.05818181818181818,0.5225223214285715,0.062187415691479335,404
Species,4,cnn_avgpool,42,0.058424425179042595,0.5107786228983187,0.055014066222871486,404
Species,4,cnn_avgpool,123,0.058424425179042595,0.5684534724553837,0.06812630532625878,404
Species,4,cnn_avgpool,7,0.058424425179042595,0.501500555282936,0.05415476720211811,404
Species,4,cnn_avgpool,13,0.058424425179042595,0.5528674552545262,0.06454323481750941,404
Species,4,cnn_avgpool,21,0.058424425179042595,0.5351758826415971,0.0635843301554487,404
Species,0,cnn_maxpool,42,0.057973664959765914,0.5007474583049324,0.053675967954653334,404
Species,0,cnn_maxpool,123,0.057973664959765914,0.4506031415908338,0.0490906937644041,404
Species,0,cnn_maxpool,7,0.057973664959765914,0.4513129360811383,0.04897017086297478,404
Species,0,cnn_maxpool,13,0.057973664959765914,0.4589467482654742,0.049958692415889815,404
Species,0,cnn_maxpool,21,0.057973664959765914,0.4629385001962805,0.05113105149184432,404
Species,1,cnn_maxpool,42,0.05792070162616481,0.49891951553181124,0.055090442078353744,404
Species,1,cnn_maxpool,123,0.05792070162616481,0.4477540484517135,0.04944888100721022,404
Species,1,cnn_maxpool,7,0.05792070162616481,0.44022430759667464,0.04901286266516146,404
Species,1,cnn_maxpool,13,0.05792070162616481,0.46739671767662794,0.051878211282862935,404
Species,1,cnn_maxpool,21,0.05792070162616481,0.46047084894508983,0.05138289790374452,404
Species,2,cnn_maxpool,42,0.05789186237028946,0.4628280618600553,0.04953712246479345,404
Species,2,cnn_maxpool,123,0.05789186237028946,0.4141488165770365,0.04652891084085124,404
Species,2,cnn_maxpool,7,0.05789186237028946,0.41515085224683257,0.04607943857078536,404
Species,2,cnn_maxpool,13,0.05789186237028946,0.4349199404490627,0.04806374858564149,404
Species,2,cnn_maxpool,21,0.05789186237028946,0.4416510193540546,0.048829858322607125,404
Species,3,cnn_maxpool,42,0.05818181818181818,0.5117247828185327,0.055305849803210586,404
Species,3,cnn_maxpool,123,0.05818181818181818,0.45860581563706565,0.05073044685322077,404
Species,3,cnn_maxpool,7,0.05818181818181818,0.4498166023166023,0.04966278947037684,404
Species,3,cnn_maxpool,13,0.05818181818181818,0.47262487934362934,0.0517130356685888,404
Species,3,cnn_maxpool,21,0.05818181818181818,0.47663760859073356,0.05274098379783422,404
Species,4,cnn_maxpool,42,0.058424425179042595,0.4931606575583047,0.053769742986076,404
Species,4,cnn_maxpool,123,0.058424425179042595,0.45109991218781476,0.04995207077490866,404
Species,4,cnn_maxpool,7,0.058424425179042595,0.4463541801182882,0.049409335978103264,404
Species,4,cnn_maxpool,13,0.058424425179042595,0.4634778790774555,0.05116622779462052,404
Species,4,cnn_maxpool,21,0.058424425179042595,0.4619463312585552,0.0523420166636234,404
Genus,0,cnn_avgpool,42,0.058490221166148784,0.567768697825665,0.06152516251596969,404
Genus,0,cnn_avgpool,123,0.058490221166148784,0.7558125849349642,0.13187715058645288,404
Genus,0,cnn_avgpool,7,0.058490221166148784,0.5954975368860416,0.07785899056878519,404
Genus,0,cnn_avgpool,13,0.058490221166148784,0.7332004707823723,0.13126239899592654,404
Genus,0,cnn_avgpool,21,0.058490221166148784,0.7266228644923316,0.13548607875615798,404
Genus,1,cnn_avgpool,42,0.05843681519357195,0.5388152152831652,0.0575443325293015,404
Genus,1,cnn_avgpool,123,0.05843681519357195,0.7297468968192398,0.12095639800221272,404
Genus,1,cnn_avgpool,7,0.05843681519357195,0.5698900552754074,0.07197127756136015,404
Genus,1,cnn_avgpool,13,0.05843681519357195,0.7015182554305662,0.12547696737880945,404
Genus,1,cnn_avgpool,21,0.05843681519357195,0.692200227889837,0.1306233165737608,404
Genus,2,cnn_avgpool,42,0.05823475887170155,0.6108091787439613,0.07615887451329605,404
Genus,2,cnn_avgpool,123,0.05823475887170155,0.7761141304347826,0.2895440052225892,404
Genus,2,cnn_avgpool,7,0.05823475887170155,0.6210232487922704,0.10740513070624676,404
Genus,2,cnn_avgpool,13,0.05823475887170155,0.7493677536231884,0.2623537276496014,404
Genus,2,cnn_avgpool,21,0.05823475887170155,0.7394359903381642,0.23625181143267046,404
Genus,3,cnn_avgpool,42,0.05818181818181818,0.5509393098455598,0.05963116893533517,404
Genus,3,cnn_avgpool,123,0.05818181818181818,0.7342911438223938,0.1333918336187213,404
Genus,3,cnn_avgpool,7,0.05818181818181818,0.5722221887065637,0.07214120558421665,404
Genus,3,cnn_avgpool,13,0.05818181818181818,0.7082607384169884,0.14364382196903028,404
Genus,3,cnn_avgpool,21,0.05818181818181818,0.6952283421814671,0.14965667908583222,404
Genus,4,cnn_avgpool,42,0.058424425179042595,0.5374012112916139,0.05777877159630569,404
Genus,4,cnn_avgpool,123,0.058424425179042595,0.7340488519848136,0.18547079576548278,404
Genus,4,cnn_avgpool,7,0.058424425179042595,0.6007134740050104,0.08174414976694432,404
Genus,4,cnn_avgpool,13,0.058424425179042595,0.7210542627650507,0.22039690438553722,404
Genus,4,cnn_avgpool,21,0.058424425179042595,0.7182261938583123,0.23699569293514663,404
Genus,0,cnn_maxpool,42,0.058490221166148784,0.48599119103086774,0.051947040430663755,404
Genus,0,cnn_maxpool,123,0.058490221166148784,0.4856999854397204,0.05281986138905484,404
Genus,0,cnn_maxpool,7,0.058490221166148784,0.4845946175499903,0.05195252879917383,404
Genus,0,cnn_maxpool,13,0.058490221166148784,0.5060919602989711,0.055730323120845436,404
Genus,0,cnn_maxpool,21,0.058490221166148784,0.5229476072607261,0.05815975688859535,404
Genus,1,cnn_maxpool,42,0.05843681519357195,0.4845992532971296,0.051365376735293136,404
Genus,1,cnn_maxpool,123,0.05843681519357195,0.500052729829325,0.05316291232258526,404
Genus,1,cnn_maxpool,7,0.05843681519357195,0.4918644540341349,0.05220986470947751,404
Genus,1,cnn_maxpool,13,0.05843681519357195,0.5226320064003103,0.056160831257032445,404
Genus,1,cnn_maxpool,21,0.05843681519357195,0.541658989526765,0.0593408460767961,404
Genus,2,cnn_maxpool,42,0.05823475887170155,0.47925090579710145,0.050774772400103696,404
Genus,2,cnn_maxpool,123,0.05823475887170155,0.4935939009661836,0.05281599962846892,404
Genus,2,cnn_maxpool,7,0.05823475887170155,0.4857077294685991,0.05167388301911517,404
Genus,2,cnn_maxpool,13,0.05823475887170155,0.5137466787439613,0.055467765385452214,404
Genus,2,cnn_maxpool,21,0.05823475887170155,0.53543961352657,0.05883081613154372,404
Genus,3,cnn_maxpool,42,0.05818181818181818,0.4711157697876448,0.04978289753253071,404
Genus,3,cnn_maxpool,123,0.05818181818181818,0.47432160955598457,0.050448860224698966,404
Genus,3,cnn_maxpool,7,0.05818181818181818,0.4748636583011583,0.05022749584566072,404
Genus,3,cnn_maxpool,13,0.05818181818181818,0.48697333494208495,0.05219491530091032,404
Genus,3,cnn_maxpool,21,0.05818181818181818,0.49634833494208497,0.05392778056972851,404
Genus,4,cnn_maxpool,42,0.058424425179042595,0.4816937420904465,0.05152342573820225,404
Genus,4,cnn_maxpool,123,0.058424425179042595,0.4919199876029856,0.05318350541424824,404
Genus,4,cnn_maxpool,7,0.058424425179042595,0.4898334796869753,0.05255739604248141,404
Genus,4,cnn_maxpool,13,0.058424425179042595,0.5064535499367235,0.05516737518448679,404
Genus,4,cnn_maxpool,21,0.058424425179042595,0.5175588858183321,0.05768900209439287,404
