rank,fold,model,seed,prevalence,auroc,ap,repeat_seed
Genus,3,cnn_maxpool,123,0.05818181818181818,0.47433035714285715,0.05044999370395285,202
Genus,3,cnn_maxpool,7,0.05818181818181818,0.47485822876447875,0.050226940878177376,202
Genus,3,cnn_maxpool,13,0.05818181818181818,0.48697333494208495,0.05219491530091032,202
Genus,3,cnn_maxpool,21,0.05818181818181818,0.49634833494208497,0.05392778056972851,202
Genus,4,cnn_maxpool,42,0.058424425179042595,0.4816937420904465,0.05152342573820225,202
Genus,4,cnn_maxpool,123,0.058424425179042595,0.4919199876029856,0.05318350541424824,202
Genus,4,cnn_maxpool,7,0.058424425179042595,0.4898334796869753,0.05255739604248141,202
Genus,4,cnn_maxpool,13,0.058424425179042595,0.5064535499367235,0.05516737518448679,202
Genus,4,cnn_maxpool,21,0.058424425179042595,0.5175588858183321,0.05768900209439287,202
Species,0,cnn_avgpool,42,0.057973664959765914,0.4981458992067327,0.053228998665869165,303
Species,0,cnn_avgpool,123,0.057973664959765914,0.5724608924058114,0.06741676929168078,303
Species,0,cnn_avgpool,7,0.057973664959765914,0.49031519407275664,0.0526411222218419,303
