rank,fold,test_n,test_pos,prevalence,model,seed,auroc,ap,repeat_seed
Order,0,5471,320,0.058490221166148784,tiny_mlp,7,0.9892508736167734,0.8805582411197129,42
Order,0,5471,320,0.058490221166148784,tiny_mlp,13,0.9902179188507085,0.9022552100193116,42
Order,0,5471,320,0.058490221166148784,tiny_mlp,21,0.9884888856532713,0.8607100115108326,42
Order,1,5476,320,0.05843681519357195,tiny_mlp,42,0.9822633824670287,0.7519708653137864,42
Order,1,5476,320,0.05843681519357195,tiny_mlp,123,0.9804869326997672,0.7093878359058091,42
Order,1,5476,320,0.05843681519357195,tiny_mlp,7,0.9812924262994569,0.72641444893495,42
Order,1,5476,320,0.05843681519357195,tiny_mlp,13,0.9791517164468581,0.691200348569744,42
Order,1,5476,320,0.05843681519357195,tiny_mlp,21,0.9834313178820792,0.7556442559503587,42
Order,2,5495,320,0.05823475887170155,tiny_mlp,42,0.9970084541062803,0.9607968895548321,42
Order,2,5495,320,0.05823475887170155,tiny_mlp,123,0.9957264492753624,0.9532197229101171,42
Order,2,5495,320,0.05823475887170155,tiny_mlp,7,0.9964027777777777,0.9589218635550466,42
Order,2,5495,320,0.05823475887170155,tiny_mlp,13,0.996251811594203,0.957264983288431,42
Order,2,5495,320,0.05823475887170155,tiny_mlp,21,0.9968472222222222,0.9640600795448634,42
Order,3,5500,320,0.05818181818181818,tiny_mlp,42,0.9908789816602316,0.9096453206797716,42
Order,3,5500,320,0.05818181818181818,tiny_mlp,123,0.9869492036679537,0.8846978584137111,42
Order,3,5500,320,0.05818181818181818,tiny_mlp,7,0.9904379826254827,0.9034755157985441,42
Order,3,5500,320,0.05818181818181818,tiny_mlp,13,0.9892676158301159,0.9000210633130273,42
Order,3,5500,320,0.05818181818181818,tiny_mlp,21,0.9895312500000001,0.8999513449289693,42
Order,4,5306,310,0.058424425179042595,tiny_mlp,42,0.988576022108009,0.9117392096166559,42
Order,4,5306,310,0.058424425179042595,tiny_mlp,123,0.9866370515767452,0.9063704192921528,42
Order,4,5306,310,0.058424425179042595,tiny_mlp,7,0.9864323717038147,0.9038067219123914,42
Order,4,5306,310,0.058424425179042595,tiny_mlp,13,0.9860933908417057,0.8975251990755886,42
Order,4,5306,310,0.058424425179042595,tiny_mlp,21,0.9866138071747721,0.9011903894185684,42
Phylum,0,5471,320,0.058490221166148784,tiny_mlp,42,0.9985603523587653,0.978164525987754,42
Phylum,0,5471,320,0.058490221166148784,tiny_mlp,123,0.9934260337798486,0.9269897025433145,42
Phylum,0,5471,320,0.058490221166148784,tiny_mlp,7,0.9982272859638905,0.9742060296217295,42
Phylum,0,5471,320,0.058490221166148784,tiny_mlp,13,0.9984317365560086,0.9773098544426598,42
Phylum,0,5471,320,0.058490221166148784,tiny_mlp,21,0.9980847165598913,0.9694850840668805,42
